date,outlet_name,item_name,net_revenue,quantity,brand,channel,bill_no,product_group,spl_category,basic_rate,cgst,sgst,total_gst,kot_time,city,order_taker
2025-12-02,QAFFEINE SECUNDERABAD,CORTADO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013715/2025,HOT BEVERAGE,BEVERAGES,119,2.98,2.98,5.96,2025-12-02 14:11:15,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,ICED LATTE_,169.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013715/2025,Q ICED COFFEES ON THE ROCKS,BEVERAGES,169,4.22,4.22,8.44,2025-12-02 14:11:15,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,MASALA TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013716/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 14:16:45,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CHOCOLATE THICK SHAKE,812.0,4.0,QAFFEINE,Carry-Out,QAS/IN/1/013716/2025,Q THICK SHAKE,BEVERAGES,203,20.3,20.3,40.6,2025-12-02 14:16:45,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CHOCOLATE THICK SHAKE,203.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013717/2025,Q THICK SHAKE,BEVERAGES,203,5.08,5.08,10.16,2025-12-02 14:29:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013717/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-02 14:29:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,LEMON TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013717/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 14:29:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,FRENCH CHILLI CHEESE TOASTIE,153.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013717/2025,SAVOURIES,FOOD,153,3.83,3.83,7.66,2025-12-02 14:29:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,LARGE GINGER TEA,278.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013717/2025,HOT BEVERAGE,BEVERAGES,139,6.95,6.95,13.9,2025-12-02 14:29:19,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013718/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-02 14:51:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CLASSIC KOREAN GARLIC BUN,90.5,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013718/2025,SAVOURIES,FOOD,181,2.26,2.26,4.52,2025-12-02 14:51:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,AMERICANO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013718/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,2.98,2.98,5.96,2025-12-02 14:51:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,ALMOND LATTE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013718/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,196,4.9,4.9,9.8,2025-12-02 14:51:55,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013719/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-02 14:57:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013719/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-02 14:57:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,BLUEBERRY CHEESE CAKE,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013719/2025,CHEESECAKES,FOOD,209,5.23,5.23,10.46,2025-12-02 14:57:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013719/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-02 14:57:20,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,ALMOND MOCHA,203.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013720/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,203,5.08,5.08,10.16,2025-12-02 14:58:59,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CAPPUCCINO ( HOT ),154.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013720/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,154,3.85,3.85,7.7,2025-12-02 14:58:59,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,FRENCH CHILLI CHEESE TOASTIE,107.1,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013721/2025,SAVOURIES,FOOD,153,2.68,2.68,5.36,2025-12-02 15:28:38,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CORTADO,83.3,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013721/2025,HOT BEVERAGE,BEVERAGES,119,2.08,2.08,4.16,2025-12-02 15:28:38,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,GREAT INDIAN FILTER COFFEE REGULAR,102.9,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013721/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,147,2.57,2.57,5.14,2025-12-02 15:28:38,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,LARGE GINGER TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013722/2025,HOT BEVERAGE,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 16:28:49,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,MOCHA COLD COFFEE,176.4,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013722/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.41,4.41,8.82,2025-12-02 16:28:49,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,BANH MI CHICKEN SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013723/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-02 16:35:24,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,SCHEZWAN CHICKEN WRAP,188.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013723/2025,WRAPS,FOOD,188,4.7,4.7,9.4,2025-12-02 16:35:24,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,GREAT INDIAN FILTER COFFEE REGULAR,294.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013723/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,147,7.35,7.35,14.7,2025-12-02 16:35:24,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CORTADO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013724/2025,HOT BEVERAGE,BEVERAGES,119,2.98,2.98,5.96,2025-12-02 16:41:17,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CAFE LATTE ( HOT),161.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013724/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,161,4.03,4.03,8.06,2025-12-02 16:41:17,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,MASALA TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013725/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 16:46:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,BANH MI PANEER SANDWICH,202.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013725/2025,SANDWICHES,FOOD,202,5.05,5.05,10.1,2025-12-02 16:46:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,BANH MI CHICKEN SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013726/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-02 16:51:54,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,GREAT INDIAN FILTER COFFEE REGULAR,441.0,3.0,QAFFEINE,Carry-Out,QAS/IN/1/013726/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,147,11.03,11.03,22.06,2025-12-02 16:51:54,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,GINGER TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013727/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 17:12:03,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,SIGNATURE HOT CHOCOLATE,175.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013727/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,175,4.38,4.38,8.76,2025-12-02 17:12:03,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,WALNUT BROWNIE,153.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013727/2025,BROWNIES AND COOKIES,FOOD,153,3.83,3.83,7.66,2025-12-02 17:12:03,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CAPPUCCINO ( HOT ),130.9,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013728/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,154,3.27,3.27,6.54,2025-12-02 17:15:44,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,AMERICANO,101.15,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013728/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,2.53,2.53,5.06,2025-12-02 17:15:44,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,PANEER AFGHANI SANDWICH,515.1,3.0,QAFFEINE,Carry-Out,QAS/IN/1/013728/2025,SANDWICHES,FOOD,202,12.88,12.88,25.76,2025-12-02 17:15:44,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,AMERICANO,202.3,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013728/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,5.06,5.06,10.12,2025-12-02 17:15:44,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,FRENCH CHILLI CHEESE TOASTIE,130.05,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013728/2025,SAVOURIES,FOOD,153,3.25,3.25,6.5,2025-12-02 17:15:44,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,NUTELLA CRUNCHY THICK SHAKE,203.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013729/2025,Q THICK SHAKE,BEVERAGES,203,5.08,5.08,10.16,2025-12-02 17:21:29,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,VANILLA ICECREAM,49.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013729/2025,ADDONS,ADD ON,49,1.23,1.23,2.46,2025-12-02 17:21:29,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,PANEER TIKKA GALETTE,116.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013729/2025,CROISSANTS,FOOD,116,2.9,2.9,5.8,2025-12-02 17:21:29,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CAFE MOCHA ( HOT ),175.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013729/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,175,4.38,4.38,8.76,2025-12-02 17:21:29,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CHOCO LOADED COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013730/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-02 17:50:04,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CHOCO LOADED COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013730/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-02 17:50:04,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,BEIGIAN CHOCOLATE TRUFFLE,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013730/2025,CHEESECAKES,FOOD,209,5.23,5.23,10.46,2025-12-02 17:50:04,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,PANEER TIKKA GALETTE,116.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013731/2025,CROISSANTS,FOOD,116,2.9,2.9,5.8,2025-12-02 18:24:00,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,QAFFEINE WATER,57.14,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013731/2025,BEVERAGE,BEVERAGES,57.14,1.43,1.43,2.86,2025-12-02 18:24:00,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CHOCO LOADED COLD COFFEE,196.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013731/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.9,4.9,9.8,2025-12-02 18:24:00,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,LEMON ICE TEA,133.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013732/2025,Q ICED TEA,BEVERAGES,133,3.33,3.33,6.66,2025-12-02 18:35:56,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CHICKEN AFGHANI SANDWICH,209.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013732/2025,SANDWICHES,FOOD,209,5.23,5.23,10.46,2025-12-02 18:35:56,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CLASSIC CHICKEN POTPIE,112.2,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013733/2025,CROISSANTS,FOOD,132,2.81,2.81,5.62,2025-12-02 18:54:22,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,GINGER TEA,139.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013733/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 18:54:22,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,LEMON LOAF TEA CAKE,130.05,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013733/2025,TEA CAKE SLICE,FOOD,153,3.25,3.25,6.5,2025-12-02 18:54:22,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,FAMOUS COLD COFFEE_P,154.7,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013733/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,182,3.87,3.87,7.74,2025-12-02 18:54:22,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,BANH MI PANEER SANDWICH,171.7,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013733/2025,SANDWICHES,FOOD,202,4.29,4.29,8.58,2025-12-02 18:54:22,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,BLUEBERRY THICK SHAKE,172.55,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013734/2025,Q THICK SHAKE,BEVERAGES,203,4.31,4.31,8.62,2025-12-02 18:57:36,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,CHOCO LOADED COLD COFFEE,166.6,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013734/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,196,4.17,4.17,8.34,2025-12-02 18:57:36,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,AMERICANO,59.5,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013734/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,1.49,1.49,2.98,2025-12-02 18:57:36,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,MASALA TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013735/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 19:08:48,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,GREEN TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013735/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 19:08:48,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,AMERICANO,119.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013735/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,119,2.98,2.98,5.96,2025-12-02 19:08:48,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,FRENCH VANILLA INSTANT COFFEE,285.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013736/2025,INSTANT COFFEES,GENERAL,285,7.13,7.13,14.26,2025-12-02 20:40:58,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,HAZELNUT INSTANT COFFEE,285.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013736/2025,INSTANT COFFEES,GENERAL,285,7.13,7.13,14.26,2025-12-02 20:40:58,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,ALMOND MILK.,118.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013737/2025,ADDONS,ADD ON,59,2.95,2.95,5.9,2025-12-02 21:32:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,FLAT WHITE,154.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013737/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,154,3.85,3.85,7.7,2025-12-02 21:32:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,FAMOUS COLD COFFEE_P,364.0,2.0,QAFFEINE,Carry-Out,QAS/IN/1/013737/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,182,9.1,9.1,18.2,2025-12-02 21:32:13,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,MARBLE TEA CAKE SLICE,160.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013738/2025,FOOD,FOOD,160,4,4,8,2025-12-02 21:51:51,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE SECUNDERABAD,MASALA TEA,139.0,1.0,QAFFEINE,Carry-Out,QAS/IN/1/013738/2025,Q HOT TEA,BEVERAGES,139,3.48,3.48,6.96,2025-12-02 21:51:51,HYDERABAD,SEC-BAD CASHIER 1
2025-12-02,QAFFEINE-BHOOJA,CAFE MOCHA ( HOT ),269.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009129/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,269,6.73,6.73,13.46,2025-12-02 08:42:37,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,MILK,47.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009130/2025,ADDONS,ADD ON,47,1.18,1.18,2.36,2025-12-02 09:02:17,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,AMERICANO,189.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009130/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-02 09:02:17,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,SIGNATURE HOT CHOCOLATE,284.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009131/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,284,7.1,7.1,14.2,2025-12-02 09:07:36,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,GREEN TEA,209.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009132/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-02 09:41:18,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,GINGER TEA,418.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009132/2025,Q HOT TEA,BEVERAGES,209,10.45,10.45,20.9,2025-12-02 09:41:18,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,QAFFEINE WATER,57.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009133/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-02 09:41:38,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,GREAT INDIAN FILTER COFFEE REGULAR,219.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009133/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,5.48,5.48,10.96,2025-12-02 09:41:38,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,AMERICANO,189.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009133/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-02 09:41:38,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,AMERICANO,189.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009134/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-02 10:33:03,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,QAFFEINE WATER,57.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009134/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-02 10:33:03,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009135/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-02 10:33:26,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,AMERICANO,378.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009135/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,9.45,9.45,18.9,2025-12-02 10:33:26,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,DETOX,627.0,3.0,QAFFEINE,Eat-In,QAB/IN/1/009136/2025,Q HOT TEA,BEVERAGES,209,15.68,15.68,31.36,2025-12-02 11:14:02,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,GREAT INDIAN FILTER COFFEE REGULAR,219.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009136/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,5.48,5.48,10.96,2025-12-02 11:14:02,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,ICED SPANISH LATTE N,279.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009137/2025,Q ICED COFFEES ON THE ROCKS,BEVERAGES,279,6.98,6.98,13.96,2025-12-02 11:19:54,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,ALMOND MOCHA,309.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009138/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,309,7.73,7.73,15.46,2025-12-02 11:42:08,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,AMERICANO,378.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009139/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,9.45,9.45,18.9,2025-12-02 12:06:11,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,ROSE PISTACHIO COOKIE,179.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009140/2025,BROWNIES AND COOKIES,FOOD,179,4.47,4.47,8.94,2025-12-02 12:28:28,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,AMERICANO,189.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009140/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-02 12:28:28,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009140/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-02 12:28:28,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,DETOX,418.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009141/2025,Q HOT TEA,BEVERAGES,209,10.45,10.45,20.9,2025-12-02 12:54:44,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,QAFFEINE WATER,57.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009142/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-02 13:43:06,HYDERABAD,BHOOJA 3
2025-12-02,QAFFEINE-BHOOJA,CHOCOLATE FUDGE COOKIE,179.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009142/2025,BROWNIES AND COOKIES,FOOD,179,4.47,4.47,8.94,2025-12-02 13:43:06,HYDERABAD,BHOOJA 3
