date,outlet_name,item_name,net_revenue,quantity,brand,channel,bill_no,product_group,spl_category,basic_rate,cgst,sgst,total_gst,kot_time,city,order_taker
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009176/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 15:48:06,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CHICKEN AFGHANI SANDWICH,299.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009177/2025,SANDWICHES,FOOD,299,7.48,7.48,14.96,2025-12-03 15:55:03,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,QAFFEINE WATER,57.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009177/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-03 15:55:03,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,MARBLE TEA CAKE SLICE,229.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009177/2025,FOOD,FOOD,229,5.73,5.73,11.46,2025-12-03 15:55:03,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,OREO CHOCOLATE THICK SHAKE,309.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009177/2025,Q THICK SHAKE,BEVERAGES,309,7.73,7.73,15.46,2025-12-03 15:55:03,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,KIT KAT THICK SHAKE,309.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009177/2025,Q THICK SHAKE,BEVERAGES,309,7.73,7.73,15.46,2025-12-03 15:55:03,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CHOCOLATE FUDGE COOKIE,179.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009177/2025,BROWNIES AND COOKIES,FOOD,179,4.47,4.47,8.94,2025-12-03 15:55:03,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GREAT INDIAN FILTER COFFEE REGULAR,219.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009178/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,5.48,5.48,10.96,2025-12-03 16:23:09,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,OREO CHOCOLATE THICK SHAKE,309.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009178/2025,Q THICK SHAKE,BEVERAGES,309,7.73,7.73,15.46,2025-12-03 16:23:09,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,MASALA TEA,418.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009179/2025,Q HOT TEA,BEVERAGES,209,10.45,10.45,20.9,2025-12-03 17:09:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,FRENCH CHILLI CHEESE TOASTIE,219.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009180/2025,SAVOURIES,FOOD,219,5.48,5.48,10.96,2025-12-03 17:20:19,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,QAFFEINE WATER,57.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009180/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-03 17:20:19,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,FAMOUS COLD COFFEE_P,279.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009180/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,279,6.98,6.98,13.96,2025-12-03 17:20:19,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009181/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 17:29:10,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GREAT INDIAN FILTER COFFEE REGULAR,219.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009181/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,5.48,5.48,10.96,2025-12-03 17:29:10,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,LEMON LOAF TEA CAKE,219.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009182/2025,TEA CAKE SLICE,FOOD,219,5.48,5.48,10.96,2025-12-03 17:41:22,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009182/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 17:41:22,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,BANH MI CHICKEN SANDWICH,299.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009182/2025,SANDWICHES,FOOD,299,7.48,7.48,14.96,2025-12-03 17:41:22,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GREAT INDIAN FILTER COFFEE REGULAR,219.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009183/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,5.48,5.48,10.96,2025-12-03 17:56:00,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,MASALA TEA,209.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009183/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 17:56:00,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,AMERICANO,189.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009183/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-03 17:56:00,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,ALMOND CROISSANT,269.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009183/2025,CROISSANTS,FOOD,269,6.73,6.73,13.46,2025-12-03 17:56:00,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,MEDITERRIAN CROISSANT,289.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009183/2025,CROISSANTS,FOOD,289,7.23,7.23,14.46,2025-12-03 17:56:00,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,ROSE PISTACHIO COOKIE,179.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009184/2025,BROWNIES AND COOKIES,FOOD,179,4.47,4.47,8.94,2025-12-03 18:08:21,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,BISCOFF COLD COFFEE,299.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009184/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,299,7.48,7.48,14.96,2025-12-03 18:08:21,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GREAT INDIAN FILTER COFFEE REGULAR,219.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009184/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,5.48,5.48,10.96,2025-12-03 18:08:21,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,FLAT WHITE,239.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009185/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 18:14:32,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,ICED HONEY CINNAMMON MATCHA LATTE,344.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009185/2025,Q MATCHA,BEVERAGES,344,8.6,8.6,17.2,2025-12-03 18:14:32,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,BLUEBERRY CHEESE CAKE,299.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009185/2025,CHEESECAKES,FOOD,299,7.48,7.48,14.96,2025-12-03 18:14:32,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CHOCOLATE FUDGE COOKIE,179.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009186/2025,BROWNIES AND COOKIES,FOOD,179,4.47,4.47,8.94,2025-12-03 18:32:27,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,ROSE PISTACHIO COOKIE,179.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009186/2025,BROWNIES AND COOKIES,FOOD,179,4.47,4.47,8.94,2025-12-03 18:32:27,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GREAT INDIAN FILTER COFFEE REGULAR,876.0,4.0,QAFFEINE,Eat-In,QAB/IN/1/009186/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,21.9,21.9,43.8,2025-12-03 18:32:27,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GODAIVA CAKE,319.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009187/2025,CHEESECAKES,FOOD,319,7.98,7.98,15.96,2025-12-03 18:51:43,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,PAIN AU CHOCOLATE.,239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009187/2025,CROISSANTS,FOOD,239,5.98,5.98,11.96,2025-12-03 18:51:43,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CLASSIC COLD CHOCOLATE,294.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009188/2025,Q ICED COFFEES ON THE ROCKS,BEVERAGES,294,7.35,7.35,14.7,2025-12-03 19:00:14,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,BRIOCHE CHICKEN SANDWICH,309.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009188/2025,SANDWICHES,FOOD,309,7.73,7.73,15.46,2025-12-03 19:00:14,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GREEN TEA,209.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009189/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 19:17:17,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,QAFFEINE WATER,57.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009189/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-03 19:17:17,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,ESPRESSO.,179.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009189/2025,Q ICED COFFEES ON THE ROCKS,BEVERAGES,179,4.47,4.47,8.94,2025-12-03 19:17:17,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,KIT KAT THICK SHAKE,309.0,1.0,QAFFEINE,Carry-Out,QAB/IN/1/009190/2025,Q THICK SHAKE,BEVERAGES,309,7.73,7.73,15.46,2025-12-03 19:32:08,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,QAFE LATTE SC,5.0,5.0,QAFFEINE,Eat-In,QAB/IN/1/009191/2025,UNUSED ITEAMS,BEVERAGES,1,0.13,0.13,0.26,2025-12-03 19:46:52,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,EXTRA ESPRESSO SHOT,0.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009192/2025,ADDONS,ADD ON,59,0,0,0,2025-12-03 19:50:41,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,ALMOND MILK.,0.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009192/2025,ADDONS,ADD ON,69,0,0,0,2025-12-03 19:50:41,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,ICED MATCHA LATTE,0.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009192/2025,Q MATCHA,BEVERAGES,344,0,0,0,2025-12-03 19:50:41,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),0.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009192/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,0,0,0,2025-12-03 19:50:41,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,SIGNATURE HOT CHOCOLATE,284.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009193/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,284,7.1,7.1,14.2,2025-12-03 19:51:31,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009193/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 19:51:31,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,EXTRA ESPRESSO SHOT,59.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009194/2025,ADDONS,ADD ON,59,1.48,1.48,2.96,2025-12-03 20:15:57,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009194/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 20:15:57,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,POUR OVER V60,219.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009194/2025,MANUAL BREWS,BEVERAGES,219,5.48,5.48,10.96,2025-12-03 20:15:57,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,DETOX,209.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009195/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 21:02:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,SIGNATURE HOT CHOCOLATE,284.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009195/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,284,7.1,7.1,14.2,2025-12-03 21:02:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,IRISH,59.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,ADDONS,ADD ON,59,1.48,1.48,2.96,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,AMERICANO,189.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,QAFFEINE WATER,57.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,GREEN TEA,209.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,MOJITO,239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,Q FIZZZZZ(SPARKLING),BEVERAGES,239,5.98,5.98,11.96,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,IRISH,59.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009196/2025,ADDONS,ADD ON,59,1.48,1.48,2.96,2025-12-03 21:32:35,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CLASSIC KOREAN GARLIC BUN,259.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009197/2025,SAVOURIES,FOOD,259,6.48,6.48,12.96,2025-12-03 21:33:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,PANEER TIKKA GALETTE,165.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009197/2025,CROISSANTS,FOOD,165,4.13,4.13,8.26,2025-12-03 21:33:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,BASQUE CHEESE CAKE,299.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009197/2025,CHEESECAKES,FOOD,299,7.48,7.48,14.96,2025-12-03 21:33:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAFE SUPREME,309.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009197/2025,PETIT AND CHOUX,FOOD,309,7.73,7.73,15.46,2025-12-03 21:33:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,DETOX,209.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009198/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 21:39:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,LEMON TEA,209.0,1.0,QAFFEINE,Eat-In,QAB/IN/1/009198/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 21:39:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,CAPPUCCINO ( HOT ),1434.0,6.0,QAFFEINE,Eat-In,QAB/IN/1/009198/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,35.85,35.85,71.7,2025-12-03 21:39:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-BHOOJA,QAFFEINE WATER,114.0,2.0,QAFFEINE,Eat-In,QAB/IN/1/009198/2025,BEVERAGE,BEVERAGES,57,2.85,2.85,5.7,2025-12-03 21:39:58,HYDERABAD,BHOOJA 3
2025-12-03,QAFFEINE-GVK-ONE,FAMOUS COLD COFFEE_P,433.0,2.0,QAFFEINE,SWIGGY/ZOMATO,QAG/IN/1/007082/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,279,0,0,0,2025-12-03 11:57:12,HYDERABAD,
2025-12-03,QAFFEINE-GVK-ONE,GINGER TEA,209.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007083/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 12:06:43,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CARDAMOM TEA,418.0,2.0,QAFFEINE,Carry-Out,QAG/IN/1/007083/2025,Q HOT TEA,BEVERAGES,209,10.45,10.45,20.9,2025-12-03 12:06:43,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,AMERICANO,189.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007083/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-03 12:06:43,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,QAFFEINE WATER,57.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007084/2025,BEVERAGE,BEVERAGES,57,1.43,1.43,2.86,2025-12-03 13:17:32,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,ALMOND MILK.,69.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007084/2025,ADDONS,ADD ON,69,1.73,1.73,3.46,2025-12-03 13:17:32,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAFE LATTE ( HOT),249.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007084/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,249,6.23,6.23,12.46,2025-12-03 13:17:32,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAFE LATTE ( HOT),249.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007085/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,249,6.23,6.23,12.46,2025-12-03 13:18:55,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,SPANISH LATTE,269.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007085/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,269,6.73,6.73,13.46,2025-12-03 13:18:55,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,AMERICANO,189.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007086/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,189,4.72,4.72,9.44,2025-12-03 14:44:24,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CARDAMOM TEA,209.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007087/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 14:55:55,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CARDAMOM TEA,209.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007088/2025,Q HOT TEA,BEVERAGES,209,5.23,5.23,10.46,2025-12-03 15:07:22,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007088/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 15:07:22,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CARROT CAKE,159.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007088/2025,PETIT AND CHOUX,FOOD,159,3.98,3.98,7.96,2025-12-03 15:07:22,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CINNAMON ROLL,149.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007088/2025,FOOD MENU,FOOD,149,3.73,3.73,7.46,2025-12-03 15:07:22,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,ICED CAFE AMERICANO,219.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007089/2025,Q ICED COFFEES ON THE ROCKS,BEVERAGES,219,5.48,5.48,10.96,2025-12-03 15:51:46,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,SIGNATURE HOT CHOCOLATE,284.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007089/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,284,7.1,7.1,14.2,2025-12-03 15:51:46,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007090/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 16:36:28,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAFE MOCHA ( HOT ),269.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007091/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,269,6.73,6.73,13.46,2025-12-03 16:48:16,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,FRENCH VANILLA COLD COFFEE,299.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007091/2025,Q SIGNATURE COLD COFFEE,BEVERAGES,299,7.48,7.48,14.96,2025-12-03 16:48:16,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,GREAT INDIAN FILTER COFFEE REGULAR,438.0,2.0,QAFFEINE,Carry-Out,QAG/IN/1/007092/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,10.95,10.95,21.9,2025-12-03 17:23:28,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007093/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 18:12:48,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,QAFFEINE WATER,114.0,2.0,QAFFEINE,Carry-Out,QAG/IN/1/007093/2025,BEVERAGE,BEVERAGES,57,2.85,2.85,5.7,2025-12-03 18:12:48,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,SIGNATURE HOT CHOCOLATE,284.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007093/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,284,7.1,7.1,14.2,2025-12-03 18:12:48,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007094/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 18:29:37,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,WALNUT BROWNIE,219.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007094/2025,BROWNIES AND COOKIES,FOOD,219,5.48,5.48,10.96,2025-12-03 18:29:37,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,CAPPUCCINO ( HOT ),239.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007095/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,239,5.98,5.98,11.96,2025-12-03 18:40:41,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,GREAT INDIAN FILTER COFFEE REGULAR,219.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007095/2025,Q CLASSIC COFFEE HOUSE BLEND,BEVERAGES,219,5.48,5.48,10.96,2025-12-03 18:40:41,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,NUTELLA CRUNCHY THICK SHAKE,309.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007096/2025,Q THICK SHAKE,BEVERAGES,309,7.73,7.73,15.46,2025-12-03 19:43:38,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,PAIN AU CHOCOLATE.,239.0,1.0,QAFFEINE,Carry-Out,QAG/IN/1/007096/2025,CROISSANTS,FOOD,239,5.98,5.98,11.96,2025-12-03 19:43:38,HYDERABAD,GVK CASHIER 1
2025-12-03,QAFFEINE-GVK-ONE,OREO CHOCOLATE THICK SHAKE,927.0,3.0,QAFFEINE,Carry-Out,QAG/IN/1/007097/2025,Q THICK SHAKE,BEVERAGES,309,23.18,23.18,46.36,2025-12-03 20:41:30,HYDERABAD,GVK CASHIER 1
